region,total_customers,affected_customers,created_at
PONCE,212508,0,2022-12-24T00:00:00
SAN JUAN,253068,111,2022-12-24T00:00:00
ARECIBO,177369,260,2023-04-09T21:00:00
BAYAMON,216496,4998,2023-04-09T21:00:00
CAROLINA,141663,6,2023-04-09T21:00:00
CAGUAS,250514,66,2023-04-09T21:00:00
MAYAGUEZ,216605,1,2023-04-09T21:00:00
PONCE,212508,2,2023-04-09T21:00:00
SAN JUAN,253068,663,2023-04-09T21:00:00
ARECIBO,177369,767,2023-01-04T00:00:00
BAYAMON,216496,21,2023-01-04T00:00:00
CAROLINA,141663,361,2023-01-04T00:00:00
CAGUAS,250514,1,2023-01-04T00:00:00
MAYAGUEZ,216605,683,2023-01-04T00:00:00
PONCE,212508,24,2023-01-04T00:00:00
SAN JUAN,253068,238,2023-01-04T00:00:00
ARECIBO,177369,45,2022-06-26T06:00:00
BAYAMON,216496,669,2022-06-26T06:00:00
CAROLINA,141663,3,2022-06-26T06:00:00
CAGUAS,250514,664,2022-06-26T06:00:00
MAYAGUEZ,216605,89,2022-06-26T06:00:00
PONCE,212508,74,2022-06-26T06:00:00
SAN JUAN,253068,62,2022-06-26T06:00:00
ARECIBO,177369,12,2023-01-21T03:00:00
BAYAMON,216496,193,2023-01-21T03:00:00
CAROLINA,141663,0,2023-01-21T03:00:00
CAGUAS,250514,347,2023-01-21T03:00:00
MAYAGUEZ,216605,0,2023-01-21T03:00:00
PONCE,212508,1,2023-01-21T03:00:00
SAN JUAN,253068,1,2023-01-21T03:00:00
ARECIBO,177369,13,2023-03-12T03:00:00
BAYAMON,216496,1,2023-03-12T03:00:00
CAROLINA,141663,0,2023-03-12T03:00:00
CAGUAS,250514,4,2023-03-12T03:00:00
MAYAGUEZ,216605,2,2023-03-12T03:00:00
PONCE,212508,15,2023-03-12T03:00:00
SAN JUAN,253068,780,2023-03-12T03:00:00
ARECIBO,177369,52,2023-03-10T03:00:00
BAYAMON,216496,0,2023-03-10T03:00:00
CAROLINA,141663,69,2023-03-10T03:00:00
CAGUAS,250514,0,2023-03-10T03:00:00
MAYAGUEZ,216605,103,2023-03-10T03:00:00
PONCE,212508,12,2023-03-10T03:00:00
SAN JUAN,253068,32,2023-03-10T03:00:00
ARECIBO,177369,0,2022-12-19T03:00:00
BAYAMON,216496,123,2022-12-19T03:00:00
CAROLINA,141663,0,2022-12-19T03:00:00
CAGUAS,250514,143,2022-12-19T03:00:00
MAYAGUEZ,216605,738,2022-12-19T03:00:00
PONCE,212508,2,2022-12-19T03:00:00
SAN JUAN,253068,1,2022-12-19T03:00:00
ARECIBO,177369,12,2022-02-18T06:00:00
BAYAMON,216496,22,2022-02-18T06:00:00
CAROLINA,141663,0,2022-02-18T06:00:00
CAGUAS,250514,205,2022-02-18T06:00:00
MAYAGUEZ,216605,1,2022-02-18T06:00:00
PONCE,212508,2,2022-02-18T06:00:00
SAN JUAN,253068,1,2022-02-18T06:00:00
ARECIBO,177369,225,2023-04-13T18:00:00
BAYAMON,216496,482,2023-04-13T18:00:00
CAROLINA,141663,10,2023-04-13T18:00:00
CAGUAS,250514,1161,2023-04-13T18:00:00
MAYAGUEZ,216605,4,2023-04-13T18:00:00
PONCE,212508,40,2023-04-13T18:00:00
SAN JUAN,253068,489,2023-04-13T18:00:00
ARECIBO,177369,5108,2021-09-28T12:00:00
BAYAMON,216496,11492,2021-09-28T12:00:00
CAROLINA,141663,12326,2021-09-28T12:00:00
CAGUAS,250514,16230,2021-09-28T12:00:00
MAYAGUEZ,216605,9474,2021-09-28T12:00:00
PONCE,212508,4347,2021-09-28T12:00:00
SAN JUAN,253068,27603,2021-09-28T12:00:00
ARECIBO,177369,296,2022-10-22T09:00:00
BAYAMON,216496,8,2022-10-22T09:00:00
CAROLINA,141663,107,2022-10-22T09:00:00
CAGUAS,250514,60,2022-10-22T09:00:00
MAYAGUEZ,216605,266,2022-10-22T09:00:00
PONCE,212508,2995,2022-10-22T09:00:00
SAN JUAN,253068,56,2022-10-22T09:00:00
ARECIBO,177369,115,2023-04-04T12:00:00
BAYAMON,216496,3396,2023-04-04T12:00:00
CAROLINA,141663,2,2023-04-04T12:00:00
CAGUAS,250514,293,2023-04-04T12:00:00
MAYAGUEZ,216605,2,2023-04-04T12:00:00
PONCE,212508,97,2023-04-04T12:00:00
SAN JUAN,253068,22,2023-04-04T12:00:00
ARECIBO,177369,0,2022-12-18T06:00:00
BAYAMON,216496,176,2022-12-18T06:00:00
CAROLINA,141663,523,2022-12-18T06:00:00
CAGUAS,250514,9,2022-12-18T06:00:00
MAYAGUEZ,216605,32,2022-12-18T06:00:00
PONCE,212508,2,2022-12-18T06:00:00
SAN JUAN,253068,1,2022-12-18T06:00:00
ARECIBO,177369,518,2022-05-26T12:00:00
BAYAMON,216496,291,2022-05-26T12:00:00
CAROLINA,141663,186,2022-05-26T12:00:00
CAGUAS,250514,442,2022-05-26T12:00:00
MAYAGUEZ,216605,163,2022-05-26T12:00:00
PONCE,212508,8,2022-05-26T12:00:00
SAN JUAN,253068,153,2022-05-26T12:00:00
ARECIBO,177369,37,2023-04-04T15:00:00
BAYAMON,216496,3398,2023-04-04T15:00:00
CAROLINA,141663,0,2023-04-04T15:00:00
CAGUAS,250514,726,2023-04-04T15:00:00
MAYAGUEZ,216605,122,2023-04-04T15:00:00
PONCE,212508,28,2023-04-04T15:00:00
SAN JUAN,253068,235,2023-04-04T15:00:00
ARECIBO,177369,15,2021-10-12T06:00:00
BAYAMON,216496,305,2021-10-12T06:00:00
CAROLINA,141663,44,2021-10-12T06:00:00
CAGUAS,250514,886,2021-10-12T06:00:00
MAYAGUEZ,216605,107,2021-10-12T06:00:00
PONCE,212508,368,2021-10-12T06:00:00
SAN JUAN,253068,776,2021-10-12T06:00:00
ARECIBO,177369,73,2022-04-17T06:00:00
BAYAMON,216496,223,2022-04-17T06:00:00
CAROLINA,141663,44,2022-04-17T06:00:00
CAGUAS,250514,62,2022-04-17T06:00:00
MAYAGUEZ,216605,133,2022-04-17T06:00:00
PONCE,212508,1359,2022-04-17T06:00:00
SAN JUAN,253068,661,2022-04-17T06:00:00
ARECIBO,177369,4,2023-01-14T03:00:00
BAYAMON,216496,0,2023-01-14T03:00:00
CAROLINA,141663,1,2023-01-14T03:00:00
CAGUAS,250514,0,2023-01-14T03:00:00
MAYAGUEZ,216605,4,2023-01-14T03:00:00
PONCE,212508,6,2023-01-14T03:00:00
SAN JUAN,253068,29,2023-01-14T03:00:00
ARECIBO,177369,501,2022-05-27T06:00:00
BAYAMON,216496,20,2022-05-27T06:00:00
CAROLINA,141663,174,2022-05-27T06:00:00
CAGUAS,250514,165,2022-05-27T06:00:00
MAYAGUEZ,216605,303,2022-05-27T06:00:00
PONCE,212508,19,2022-05-27T06:00:00
SAN JUAN,253068,122,2022-05-27T06:00:00
ARECIBO,177369,0,2023-01-28T00:00:00
BAYAMON,216496,2,2023-01-28T00:00:00
CAROLINA,141663,140,2023-01-28T00:00:00
CAGUAS,250514,2,2023-01-28T00:00:00
MAYAGUEZ,216605,183,2023-01-28T00:00:00
PONCE,212508,91,2023-01-28T00:00:00
SAN JUAN,253068,22,2023-01-28T00:00:00
ARECIBO,177369,42,2023-02-04T09:00:00
BAYAMON,216496,102,2023-02-04T09:00:00
CAROLINA,141663,59,2023-02-04T09:00:00
CAGUAS,250514,16,2023-02-04T09:00:00
MAYAGUEZ,216605,42,2023-02-04T09:00:00
PONCE,212508,18,2023-02-04T09:00:00
SAN JUAN,253068,1,2023-02-04T09:00:00
ARECIBO,177369,5717,2022-08-23T12:00:00
BAYAMON,216496,456,2022-08-23T12:00:00
CAROLINA,141663,107,2022-08-23T12:00:00
CAGUAS,250514,756,2022-08-23T12:00:00
MAYAGUEZ,216605,120,2022-08-23T12:00:00
PONCE,212508,101,2022-08-23T12:00:00
SAN JUAN,253068,1187,2022-08-23T12:00:00
ARECIBO,177369,257,2021-10-19T18:00:00
BAYAMON,216496,290,2021-10-19T18:00:00
CAROLINA,141663,162,2021-10-19T18:00:00
CAGUAS,250514,246,2021-10-19T18:00:00
MAYAGUEZ,216605,812,2021-10-19T18:00:00
PONCE,212508,26,2021-10-19T18:00:00
SAN JUAN,253068,1223,2021-10-19T18:00:00
ARECIBO,177369,23,2022-04-20T06:00:00
BAYAMON,216496,281,2022-04-20T06:00:00
CAROLINA,141663,75,2022-04-20T06:00:00
CAGUAS,250514,68,2022-04-20T06:00:00
MAYAGUEZ,216605,35,2022-04-20T06:00:00
PONCE,212508,48,2022-04-20T06:00:00
SAN JUAN,253068,119,2022-04-20T06:00:00
ARECIBO,177369,2,2023-04-16T00:00:00
BAYAMON,216496,115,2023-04-16T00:00:00
CAROLINA,141663,1,2023-04-16T00:00:00
CAGUAS,250514,338,2023-04-16T00:00:00
MAYAGUEZ,216605,35,2023-04-16T00:00:00
PONCE,212508,4,2023-04-16T00:00:00
SAN JUAN,253068,225,2023-04-16T00:00:00
ARECIBO,177369,17,2022-01-31T18:00:00
BAYAMON,216496,53,2022-01-31T18:00:00
CAROLINA,141663,13,2022-01-31T18:00:00
CAGUAS,250514,40,2022-01-31T18:00:00
MAYAGUEZ,216605,125,2022-01-31T18:00:00
PONCE,212508,221,2022-01-31T18:00:00
SAN JUAN,253068,99,2022-01-31T18:00:00
ARECIBO,177369,35,2021-10-26T18:00:00
BAYAMON,216496,37,2021-10-26T18:00:00
CAROLINA,141663,63,2021-10-26T18:00:00
CAGUAS,250514,2161,2021-10-26T18:00:00
MAYAGUEZ,216605,40,2021-10-26T18:00:00
PONCE,212508,125,2021-10-26T18:00:00
SAN JUAN,253068,2706,2021-10-26T18:00:00
ARECIBO,177369,733,2022-11-06T09:00:00
BAYAMON,216496,685,2022-11-06T09:00:00
CAROLINA,141663,296,2022-11-06T09:00:00
CAGUAS,250514,430,2022-11-06T09:00:00
MAYAGUEZ,216605,4847,2022-11-06T09:00:00
PONCE,212508,952,2022-11-06T09:00:00
SAN JUAN,253068,2556,2022-11-06T09:00:00
ARECIBO,177369,105,2022-08-05T12:00:00
BAYAMON,216496,5447,2022-08-05T12:00:00
CAROLINA,141663,133,2022-08-05T12:00:00
CAGUAS,250514,47,2022-08-05T12:00:00
MAYAGUEZ,216605,739,2022-08-05T12:00:00
PONCE,212508,14,2022-08-05T12:00:00
SAN JUAN,253068,349,2022-08-05T12:00:00
ARECIBO,177369,28,2021-12-01T18:00:00
BAYAMON,216496,245,2021-12-01T18:00:00
CAROLINA,141663,5,2021-12-01T18:00:00
CAGUAS,250514,113,2021-12-01T18:00:00
MAYAGUEZ,216605,40,2021-12-01T18:00:00
PONCE,212508,7,2021-12-01T18:00:00
SAN JUAN,253068,61,2021-12-01T18:00:00
ARECIBO,177369,56,2022-09-10T06:00:00
BAYAMON,216496,41,2022-09-10T06:00:00
CAROLINA,141663,7,2022-09-10T06:00:00
CAGUAS,250514,117,2022-09-10T06:00:00
MAYAGUEZ,216605,125,2022-09-10T06:00:00
PONCE,212508,112,2022-09-10T06:00:00
SAN JUAN,253068,9,2022-09-10T06:00:00
ARECIBO,177369,1,2022-02-12T06:00:00
BAYAMON,216496,47,2022-02-12T06:00:00
CAROLINA,141663,2,2022-02-12T06:00:00
CAGUAS,250514,5,2022-02-12T06:00:00
MAYAGUEZ,216605,1,2022-02-12T06:00:00
PONCE,212508,92,2022-02-12T06:00:00
SAN JUAN,253068,25,2022-02-12T06:00:00
ARECIBO,177369,282,2022-03-29T12:00:00
BAYAMON,216496,292,2022-03-29T12:00:00
CAROLINA,141663,4,2022-03-29T12:00:00
CAGUAS,250514,1891,2022-03-29T12:00:00
MAYAGUEZ,216605,68,2022-03-29T12:00:00
PONCE,212508,11460,2022-03-29T12:00:00
SAN JUAN,253068,66,2022-03-29T12:00:00
ARECIBO,177369,453,2022-04-14T18:00:00
BAYAMON,216496,175,2022-04-14T18:00:00
CAROLINA,141663,224,2022-04-14T18:00:00
CAGUAS,250514,201,2022-04-14T18:00:00
MAYAGUEZ,216605,903,2022-04-14T18:00:00
PONCE,212508,7238,2022-04-14T18:00:00
SAN JUAN,253068,114,2022-04-14T18:00:00
ARECIBO,177369,75,2022-08-28T18:00:00
BAYAMON,216496,3446,2022-08-28T18:00:00
CAROLINA,141663,89,2022-08-28T18:00:00
CAGUAS,250514,79,2022-08-28T18:00:00
MAYAGUEZ,216605,58,2022-08-28T18:00:00
PONCE,212508,10,2022-08-28T18:00:00
SAN JUAN,253068,15,2022-08-28T18:00:00
ARECIBO,177369,31,2023-05-02T09:00:00
BAYAMON,216496,708,2023-05-02T09:00:00
CAROLINA,141663,3,2023-05-02T09:00:00
CAGUAS,250514,106,2023-05-02T09:00:00
MAYAGUEZ,216605,277,2023-05-02T09:00:00
PONCE,212508,22,2023-05-02T09:00:00
SAN JUAN,253068,82,2023-05-02T09:00:00
ARECIBO,177369,430,2023-02-09T18:00:00
BAYAMON,216496,143,2023-02-09T18:00:00
CAROLINA,141663,2144,2023-02-09T18:00:00
CAGUAS,250514,1858,2023-02-09T18:00:00
MAYAGUEZ,216605,1348,2023-02-09T18:00:00
PONCE,212508,223,2023-02-09T18:00:00
SAN JUAN,253068,1008,2023-02-09T18:00:00
ARECIBO,177369,32738,2021-09-29T00:00:00
BAYAMON,216496,26232,2021-09-29T00:00:00
CAROLINA,141663,14381,2021-09-29T00:00:00
CAGUAS,250514,43990,2021-09-29T00:00:00
MAYAGUEZ,216605,36427,2021-09-29T00:00:00
PONCE,212508,32271,2021-09-29T00:00:00
SAN JUAN,253068,43161,2021-09-29T00:00:00
ARECIBO,177369,21,2023-02-21T21:00:00
BAYAMON,216496,390,2023-02-21T21:00:00
CAROLINA,141663,13,2023-02-21T21:00:00
CAGUAS,250514,865,2023-02-21T21:00:00
MAYAGUEZ,216605,87,2023-02-21T21:00:00
PONCE,212508,4,2023-02-21T21:00:00
SAN JUAN,253068,724,2023-02-21T21:00:00
ARECIBO,177369,37,2022-02-11T18:00:00
BAYAMON,216496,68,2022-02-11T18:00:00
CAROLINA,141663,151,2022-02-11T18:00:00
CAGUAS,250514,1324,2022-02-11T18:00:00
MAYAGUEZ,216605,44,2022-02-11T18:00:00
PONCE,212508,8,2022-02-11T18:00:00
SAN JUAN,253068,145,2022-02-11T18:00:00
ARECIBO,177369,608,2021-10-16T18:00:00
BAYAMON,216496,2897,2021-10-16T18:00:00
CAROLINA,141663,156,2021-10-16T18:00:00
CAGUAS,250514,691,2021-10-16T18:00:00
MAYAGUEZ,216605,408,2021-10-16T18:00:00
PONCE,212508,151,2021-10-16T18:00:00
SAN JUAN,253068,1443,2021-10-16T18:00:00
ARECIBO,177369,1690,2023-01-31T18:00:00
BAYAMON,216496,1,2023-01-31T18:00:00
CAROLINA,141663,37,2023-01-31T18:00:00
CAGUAS,250514,1014,2023-01-31T18:00:00
MAYAGUEZ,216605,1107,2023-01-31T18:00:00
PONCE,212508,107,2023-01-31T18:00:00
SAN JUAN,253068,430,2023-01-31T18:00:00
ARECIBO,177369,59,2022-06-12T06:00:00
BAYAMON,216496,739,2022-06-12T06:00:00
CAROLINA,141663,1,2022-06-12T06:00:00
CAGUAS,250514,141,2022-06-12T06:00:00
MAYAGUEZ,216605,617,2022-06-12T06:00:00
PONCE,212508,12,2022-06-12T06:00:00
SAN JUAN,253068,142,2022-06-12T06:00:00
ARECIBO,177369,13,2022-08-15T06:00:00
BAYAMON,216496,12,2022-08-15T06:00:00
CAROLINA,141663,4,2022-08-15T06:00:00
CAGUAS,250514,361,2022-08-15T06:00:00
MAYAGUEZ,216605,183,2022-08-15T06:00:00
PONCE,212508,4,2022-08-15T06:00:00
SAN JUAN,253068,66,2022-08-15T06:00:00
ARECIBO,177369,81,2022-07-10T06:00:00
BAYAMON,216496,454,2022-07-10T06:00:00
CAROLINA,141663,29,2022-07-10T06:00:00
CAGUAS,250514,127,2022-07-10T06:00:00
MAYAGUEZ,216605,359,2022-07-10T06:00:00
PONCE,212508,282,2022-07-10T06:00:00
SAN JUAN,253068,101,2022-07-10T06:00:00
ARECIBO,177369,123,2022-07-25T00:00:00
BAYAMON,216496,102,2022-07-25T00:00:00
CAROLINA,141663,318,2022-07-25T00:00:00
CAGUAS,250514,150,2022-07-25T00:00:00
MAYAGUEZ,216605,468,2022-07-25T00:00:00
PONCE,212508,1,2022-07-25T00:00:00
SAN JUAN,253068,2,2022-07-25T00:00:00
ARECIBO,177369,93,2022-06-16T06:00:00
BAYAMON,216496,322,2022-06-16T06:00:00
CAROLINA,141663,1,2022-06-16T06:00:00
CAGUAS,250514,314,2022-06-16T06:00:00
MAYAGUEZ,216605,2480,2022-06-16T06:00:00
PONCE,212508,8,2022-06-16T06:00:00
SAN JUAN,253068,634,2022-06-16T06:00:00
ARECIBO,177369,152,2022-03-11T00:00:00
BAYAMON,216496,772,2022-03-11T00:00:00
CAROLINA,141663,9,2022-03-11T00:00:00
CAGUAS,250514,7,2022-03-11T00:00:00
MAYAGUEZ,216605,1558,2022-03-11T00:00:00
PONCE,212508,13,2022-03-11T00:00:00
SAN JUAN,253068,296,2022-03-11T00:00:00
ARECIBO,177369,10,2023-02-11T03:00:00
BAYAMON,216496,23,2023-02-11T03:00:00
CAROLINA,141663,0,2023-02-11T03:00:00
CAGUAS,250514,1253,2023-02-11T03:00:00
MAYAGUEZ,216605,28,2023-02-11T03:00:00
PONCE,212508,38,2023-02-11T03:00:00
SAN JUAN,253068,0,2023-02-11T03:00:00
ARECIBO,177369,43,2022-07-19T00:00:00
BAYAMON,216496,211,2022-07-19T00:00:00
CAROLINA,141663,4,2022-07-19T00:00:00
CAGUAS,250514,160,2022-07-19T00:00:00
MAYAGUEZ,216605,573,2022-07-19T00:00:00
PONCE,212508,993,2022-07-19T00:00:00
SAN JUAN,253068,589,2022-07-19T00:00:00
ARECIBO,177369,229,2022-01-05T18:00:00
BAYAMON,216496,160,2022-01-05T18:00:00
CAROLINA,141663,21,2022-01-05T18:00:00
CAGUAS,250514,190,2022-01-05T18:00:00
MAYAGUEZ,216605,44,2022-01-05T18:00:00
PONCE,212508,238,2022-01-05T18:00:00
SAN JUAN,253068,2190,2022-01-05T18:00:00
ARECIBO,177369,44,2021-10-07T06:00:00
BAYAMON,216496,237,2021-10-07T06:00:00
CAROLINA,141663,14,2021-10-07T06:00:00
CAGUAS,250514,22,2021-10-07T06:00:00
MAYAGUEZ,216605,232,2021-10-07T06:00:00
PONCE,212508,30,2021-10-07T06:00:00
SAN JUAN,253068,68,2021-10-07T06:00:00
ARECIBO,177369,204,2021-10-06T06:00:00
BAYAMON,216496,645,2021-10-06T06:00:00
CAROLINA,141663,81,2021-10-06T06:00:00
CAGUAS,250514,1040,2021-10-06T06:00:00
MAYAGUEZ,216605,883,2021-10-06T06:00:00
PONCE,212508,92,2021-10-06T06:00:00
SAN JUAN,253068,1268,2021-10-06T06:00:00
ARECIBO,177369,102,2022-10-31T06:00:00
BAYAMON,216496,841,2022-10-31T06:00:00
CAROLINA,141663,18,2022-10-31T06:00:00
CAGUAS,250514,370,2022-10-31T06:00:00
MAYAGUEZ,216605,4189,2022-10-31T06:00:00
PONCE,212508,3095,2022-10-31T06:00:00
SAN JUAN,253068,473,2022-10-31T06:00:00
ARECIBO,177369,1,2022-01-24T12:00:00
BAYAMON,216496,172,2022-01-24T12:00:00
CAROLINA,141663,10,2022-01-24T12:00:00
CAGUAS,250514,251,2022-01-24T12:00:00
MAYAGUEZ,216605,3,2022-01-24T12:00:00
PONCE,212508,5,2022-01-24T12:00:00
SAN JUAN,253068,4,2022-01-24T12:00:00
ARECIBO,177369,0,2022-03-04T06:00:00
BAYAMON,216496,1,2022-03-04T06:00:00
CAROLINA,141663,4,2022-03-04T06:00:00
CAGUAS,250514,42,2022-03-04T06:00:00
MAYAGUEZ,216605,393,2022-03-04T06:00:00
PONCE,212508,14,2022-03-04T06:00:00
SAN JUAN,253068,332,2022-03-04T06:00:00
ARECIBO,177369,180,2022-04-19T18:00:00
BAYAMON,216496,454,2022-04-19T18:00:00
CAROLINA,141663,20,2022-04-19T18:00:00
CAGUAS,250514,601,2022-04-19T18:00:00
MAYAGUEZ,216605,21,2022-04-19T18:00:00
PONCE,212508,932,2022-04-19T18:00:00
SAN JUAN,253068,1081,2022-04-19T18:00:00
ARECIBO,177369,52,2021-11-05T00:00:00
BAYAMON,216496,98,2021-11-05T00:00:00
CAROLINA,141663,5,2021-11-05T00:00:00
CAGUAS,250514,41,2021-11-05T00:00:00
MAYAGUEZ,216605,230,2021-11-05T00:00:00
PONCE,212508,3,2021-11-05T00:00:00
SAN JUAN,253068,6,2021-11-05T00:00:00
ARECIBO,177369,23,2023-02-13T12:00:00
BAYAMON,216496,29,2023-02-13T12:00:00
CAROLINA,141663,258,2023-02-13T12:00:00
CAGUAS,250514,498,2023-02-13T12:00:00
MAYAGUEZ,216605,0,2023-02-13T12:00:00
PONCE,212508,13,2023-02-13T12:00:00
SAN JUAN,253068,2,2023-02-13T12:00:00
ARECIBO,177369,111,2022-10-19T03:00:00
BAYAMON,216496,159,2022-10-19T03:00:00
CAROLINA,141663,4,2022-10-19T03:00:00
CAGUAS,250514,18,2022-10-19T03:00:00
MAYAGUEZ,216605,3310,2022-10-19T03:00:00
PONCE,212508,1610,2022-10-19T03:00:00
SAN JUAN,253068,160,2022-10-19T03:00:00
ARECIBO,177369,38746,2022-10-01T06:00:00
BAYAMON,216496,3282,2022-10-01T06:00:00
CAROLINA,141663,434,2022-10-01T06:00:00
CAGUAS,250514,19958,2022-10-01T06:00:00
MAYAGUEZ,216605,122267,2022-10-01T06:00:00
PONCE,212508,117252,2022-10-01T06:00:00
SAN JUAN,253068,1476,2022-10-01T06:00:00
ARECIBO,177369,43,2022-08-29T06:00:00
BAYAMON,216496,5345,2022-08-29T06:00:00
CAROLINA,141663,57,2022-08-29T06:00:00
CAGUAS,250514,41,2022-08-29T06:00:00
MAYAGUEZ,216605,935,2022-08-29T06:00:00
PONCE,212508,134,2022-08-29T06:00:00
SAN JUAN,253068,0,2022-08-29T06:00:00
ARECIBO,177369,695,2023-05-03T21:00:00
BAYAMON,216496,210,2023-05-03T21:00:00
CAROLINA,141663,1,2023-05-03T21:00:00
CAGUAS,250514,854,2023-05-03T21:00:00
MAYAGUEZ,216605,66,2023-05-03T21:00:00
PONCE,212508,92,2023-05-03T21:00:00
SAN JUAN,253068,879,2023-05-03T21:00:00
ARECIBO,177369,117,2022-11-26T09:00:00
BAYAMON,216496,79,2022-11-26T09:00:00
CAROLINA,141663,0,2022-11-26T09:00:00
CAGUAS,250514,48,2022-11-26T09:00:00
MAYAGUEZ,216605,19,2022-11-26T09:00:00
PONCE,212508,0,2022-11-26T09:00:00
SAN JUAN,253068,129,2022-11-26T09:00:00
ARECIBO,177369,15,2022-03-16T06:00:00
BAYAMON,216496,57,2022-03-16T06:00:00
CAROLINA,141663,46,2022-03-16T06:00:00
CAGUAS,250514,47,2022-03-16T06:00:00
MAYAGUEZ,216605,129,2022-03-16T06:00:00
PONCE,212508,1,2022-03-16T06:00:00
SAN JUAN,253068,446,2022-03-16T06:00:00
ARECIBO,177369,52,2023-03-13T09:00:00
BAYAMON,216496,1,2023-03-13T09:00:00
CAROLINA,141663,56,2023-03-13T09:00:00
CAGUAS,250514,87,2023-03-13T09:00:00
MAYAGUEZ,216605,4,2023-03-13T09:00:00
PONCE,212508,2,2023-03-13T09:00:00
SAN JUAN,253068,1,2023-03-13T09:00:00
ARECIBO,177369,87,2022-12-31T09:00:00
BAYAMON,216496,6,2022-12-31T09:00:00
CAROLINA,141663,26,2022-12-31T09:00:00
CAGUAS,250514,2,2022-12-31T09:00:00
MAYAGUEZ,216605,38,2022-12-31T09:00:00
PONCE,212508,31,2022-12-31T09:00:00
SAN JUAN,253068,23,2022-12-31T09:00:00
ARECIBO,177369,23,2022-06-08T06:00:00
BAYAMON,216496,42,2022-06-08T06:00:00
CAROLINA,141663,4,2022-06-08T06:00:00
CAGUAS,250514,173,2022-06-08T06:00:00
MAYAGUEZ,216605,66,2022-06-08T06:00:00
PONCE,212508,0,2022-06-08T06:00:00
SAN JUAN,253068,140,2022-06-08T06:00:00
ARECIBO,177369,14,2023-02-15T09:00:00
BAYAMON,216496,0,2023-02-15T09:00:00
CAROLINA,141663,1,2023-02-15T09:00:00
CAGUAS,250514,35,2023-02-15T09:00:00
MAYAGUEZ,216605,1,2023-02-15T09:00:00
PONCE,212508,1,2023-02-15T09:00:00
SAN JUAN,253068,2736,2023-02-15T09:00:00
ARECIBO,177369,651,2022-05-03T20:00:00
BAYAMON,216496,877,2022-05-03T20:00:00
CAROLINA,141663,75,2022-05-03T20:00:00
CAGUAS,250514,2721,2022-05-03T20:00:00
MAYAGUEZ,216605,824,2022-05-03T20:00:00
PONCE,212508,232,2022-05-03T20:00:00
SAN JUAN,253068,258,2022-05-03T20:00:00
ARECIBO,177369,5,2023-02-15T06:00:00
BAYAMON,216496,0,2023-02-15T06:00:00
CAROLINA,141663,0,2023-02-15T06:00:00
CAGUAS,250514,137,2023-02-15T06:00:00
MAYAGUEZ,216605,1,2023-02-15T06:00:00
PONCE,212508,1,2023-02-15T06:00:00
SAN JUAN,253068,42,2023-02-15T06:00:00
ARECIBO,177369,6417,2022-08-24T00:00:00
BAYAMON,216496,252,2022-08-24T00:00:00
CAROLINA,141663,11,2022-08-24T00:00:00
CAGUAS,250514,100,2022-08-24T00:00:00
MAYAGUEZ,216605,207,2022-08-24T00:00:00
PONCE,212508,0,2022-08-24T00:00:00
SAN JUAN,253068,459,2022-08-24T00:00:00
ARECIBO,177369,3649,2022-10-05T06:00:00
BAYAMON,216496,3259,2022-10-05T06:00:00
CAROLINA,141663,36,2022-10-05T06:00:00
CAGUAS,250514,16097,2022-10-05T06:00:00
MAYAGUEZ,216605,104920,2022-10-05T06:00:00
PONCE,212508,62796,2022-10-05T06:00:00
SAN JUAN,253068,246,2022-10-05T06:00:00
ARECIBO,177369,193,2022-10-16T12:00:00
BAYAMON,216496,100,2022-10-16T12:00:00
CAROLINA,141663,66,2022-10-16T12:00:00
CAGUAS,250514,701,2022-10-16T12:00:00
MAYAGUEZ,216605,4259,2022-10-16T12:00:00
PONCE,212508,3826,2022-10-16T12:00:00
SAN JUAN,253068,594,2022-10-16T12:00:00
ARECIBO,177369,4,2023-03-14T03:00:00
BAYAMON,216496,180,2023-03-14T03:00:00
CAROLINA,141663,10,2023-03-14T03:00:00
CAGUAS,250514,558,2023-03-14T03:00:00
MAYAGUEZ,216605,7073,2023-03-14T03:00:00
PONCE,212508,2,2023-03-14T03:00:00
SAN JUAN,253068,3,2023-03-14T03:00:00
ARECIBO,177369,55,2022-11-18T03:00:00
BAYAMON,216496,291,2022-11-18T03:00:00
CAROLINA,141663,1,2022-11-18T03:00:00
CAGUAS,250514,69,2022-11-18T03:00:00
MAYAGUEZ,216605,2,2022-11-18T03:00:00
PONCE,212508,1,2022-11-18T03:00:00
SAN JUAN,253068,23,2022-11-18T03:00:00
ARECIBO,177369,12,2023-01-21T12:00:00
BAYAMON,216496,83,2023-01-21T12:00:00
CAROLINA,141663,1,2023-01-21T12:00:00
CAGUAS,250514,2,2023-01-21T12:00:00
MAYAGUEZ,216605,101,2023-01-21T12:00:00
PONCE,212508,1,2023-01-21T12:00:00
SAN JUAN,253068,10,2023-01-21T12:00:00
ARECIBO,177369,50,2022-06-27T06:00:00
BAYAMON,216496,782,2022-06-27T06:00:00
CAROLINA,141663,0,2022-06-27T06:00:00
CAGUAS,250514,76,2022-06-27T06:00:00
MAYAGUEZ,216605,77,2022-06-27T06:00:00
PONCE,212508,27,2022-06-27T06:00:00
SAN JUAN,253068,344,2022-06-27T06:00:00
ARECIBO,177369,38,2021-12-04T00:00:00
BAYAMON,216496,1372,2021-12-04T00:00:00
