region,total_customers,affected_customers,created_at
MAYAGUEZ,216605,129590,2022-09-30T21:00:00
PONCE,212508,117356,2022-09-30T21:00:00
SAN JUAN,253068,2006,2022-09-30T21:00:00
ARECIBO,177369,2,2023-03-09T06:00:00
BAYAMON,216496,12,2023-03-09T06:00:00
CAROLINA,141663,2,2023-03-09T06:00:00
CAGUAS,250514,0,2023-03-09T06:00:00
MAYAGUEZ,216605,744,2023-03-09T06:00:00
PONCE,212508,0,2023-03-09T06:00:00
SAN JUAN,253068,4,2023-03-09T06:00:00
ARECIBO,177369,37,2022-07-31T06:00:00
BAYAMON,216496,34,2022-07-31T06:00:00
CAROLINA,141663,19,2022-07-31T06:00:00
CAGUAS,250514,69,2022-07-31T06:00:00
MAYAGUEZ,216605,420,2022-07-31T06:00:00
PONCE,212508,642,2022-07-31T06:00:00
SAN JUAN,253068,106,2022-07-31T06:00:00
ARECIBO,177369,11,2022-11-18T12:00:00
BAYAMON,216496,79,2022-11-18T12:00:00
CAROLINA,141663,27,2022-11-18T12:00:00
CAGUAS,250514,107,2022-11-18T12:00:00
MAYAGUEZ,216605,1739,2022-11-18T12:00:00
PONCE,212508,3,2022-11-18T12:00:00
SAN JUAN,253068,43,2022-11-18T12:00:00
ARECIBO,177369,0,2022-01-08T06:00:00
BAYAMON,216496,10,2022-01-08T06:00:00
CAROLINA,141663,150,2022-01-08T06:00:00
CAGUAS,250514,117,2022-01-08T06:00:00
MAYAGUEZ,216605,382,2022-01-08T06:00:00
PONCE,212508,2,2022-01-08T06:00:00
SAN JUAN,253068,15,2022-01-08T06:00:00
ARECIBO,177369,13,2022-11-17T03:00:00
BAYAMON,216496,15,2022-11-17T03:00:00
CAROLINA,141663,2,2022-11-17T03:00:00
CAGUAS,250514,113,2022-11-17T03:00:00
MAYAGUEZ,216605,71,2022-11-17T03:00:00
PONCE,212508,3,2022-11-17T03:00:00
SAN JUAN,253068,275,2022-11-17T03:00:00
ARECIBO,177369,180,2022-04-24T18:00:00
BAYAMON,216496,2,2022-04-24T18:00:00
CAROLINA,141663,38,2022-04-24T18:00:00
CAGUAS,250514,434,2022-04-24T18:00:00
MAYAGUEZ,216605,656,2022-04-24T18:00:00
PONCE,212508,11,2022-04-24T18:00:00
SAN JUAN,253068,18,2022-04-24T18:00:00
ARECIBO,177369,9,2022-10-29T09:00:00
BAYAMON,216496,39,2022-10-29T09:00:00
CAROLINA,141663,3664,2022-10-29T09:00:00
CAGUAS,250514,715,2022-10-29T09:00:00
MAYAGUEZ,216605,1901,2022-10-29T09:00:00
PONCE,212508,784,2022-10-29T09:00:00
SAN JUAN,253068,727,2022-10-29T09:00:00
ARECIBO,177369,23,2021-10-23T12:00:00
BAYAMON,216496,463,2021-10-23T12:00:00
CAROLINA,141663,106,2021-10-23T12:00:00
CAGUAS,250514,188,2021-10-23T12:00:00
MAYAGUEZ,216605,405,2021-10-23T12:00:00
PONCE,212508,2057,2021-10-23T12:00:00
SAN JUAN,253068,333,2021-10-23T12:00:00
ARECIBO,177369,1650,2022-10-05T21:00:00
BAYAMON,216496,810,2022-10-05T21:00:00
CAROLINA,141663,230,2022-10-05T21:00:00
CAGUAS,250514,10626,2022-10-05T21:00:00
MAYAGUEZ,216605,116739,2022-10-05T21:00:00
PONCE,212508,62594,2022-10-05T21:00:00
SAN JUAN,253068,54,2022-10-05T21:00:00
ARECIBO,177369,2,2023-01-17T09:00:00
BAYAMON,216496,2,2023-01-17T09:00:00
CAROLINA,141663,12,2023-01-17T09:00:00
CAGUAS,250514,99,2023-01-17T09:00:00
MAYAGUEZ,216605,68,2023-01-17T09:00:00
PONCE,212508,3,2023-01-17T09:00:00
SAN JUAN,253068,1,2023-01-17T09:00:00
ARECIBO,177369,499,2023-04-10T21:00:00
BAYAMON,216496,764,2023-04-10T21:00:00
CAROLINA,141663,199,2023-04-10T21:00:00
CAGUAS,250514,2115,2023-04-10T21:00:00
MAYAGUEZ,216605,39,2023-04-10T21:00:00
PONCE,212508,2,2023-04-10T21:00:00
SAN JUAN,253068,936,2023-04-10T21:00:00
ARECIBO,177369,6786,2022-10-04T00:00:00
BAYAMON,216496,1766,2022-10-04T00:00:00
CAROLINA,141663,118,2022-10-04T00:00:00
CAGUAS,250514,15023,2022-10-04T00:00:00
MAYAGUEZ,216605,97463,2022-10-04T00:00:00
PONCE,212508,70036,2022-10-04T00:00:00
SAN JUAN,253068,553,2022-10-04T00:00:00
ARECIBO,177369,0,2023-01-15T06:00:00
BAYAMON,216496,1,2023-01-15T06:00:00
CAROLINA,141663,1,2023-01-15T06:00:00
CAGUAS,250514,4,2023-01-15T06:00:00
MAYAGUEZ,216605,62,2023-01-15T06:00:00
PONCE,212508,149,2023-01-15T06:00:00
SAN JUAN,253068,82,2023-01-15T06:00:00
ARECIBO,177369,2106,2023-02-17T21:00:00
BAYAMON,216496,1742,2023-02-17T21:00:00
CAROLINA,141663,79,2023-02-17T21:00:00
CAGUAS,250514,360,2023-02-17T21:00:00
MAYAGUEZ,216605,838,2023-02-17T21:00:00
PONCE,212508,13,2023-02-17T21:00:00
SAN JUAN,253068,341,2023-02-17T21:00:00
ARECIBO,177369,4,2022-01-03T00:00:00
BAYAMON,216496,38,2022-01-03T00:00:00
CAROLINA,141663,18,2022-01-03T00:00:00
CAGUAS,250514,8,2022-01-03T00:00:00
MAYAGUEZ,216605,2,2022-01-03T00:00:00
PONCE,212508,2,2022-01-03T00:00:00
SAN JUAN,253068,0,2022-01-03T00:00:00
ARECIBO,177369,12,2021-11-02T18:00:00
BAYAMON,216496,39,2021-11-02T18:00:00
CAROLINA,141663,56,2021-11-02T18:00:00
CAGUAS,250514,44,2021-11-02T18:00:00
MAYAGUEZ,216605,68,2021-11-02T18:00:00
PONCE,212508,1751,2021-11-02T18:00:00
SAN JUAN,253068,65,2021-11-02T18:00:00
ARECIBO,177369,4,2021-10-24T18:00:00
BAYAMON,216496,247,2021-10-24T18:00:00
CAROLINA,141663,6,2021-10-24T18:00:00
CAGUAS,250514,247,2021-10-24T18:00:00
MAYAGUEZ,216605,1897,2021-10-24T18:00:00
PONCE,212508,6,2021-10-24T18:00:00
SAN JUAN,253068,4887,2021-10-24T18:00:00
ARECIBO,177369,48,2022-11-20T03:00:00
BAYAMON,216496,12,2022-11-20T03:00:00
CAROLINA,141663,1,2022-11-20T03:00:00
CAGUAS,250514,8,2022-11-20T03:00:00
MAYAGUEZ,216605,63,2022-11-20T03:00:00
PONCE,212508,85,2022-11-20T03:00:00
SAN JUAN,253068,2,2022-11-20T03:00:00
ARECIBO,177369,5,2023-01-14T12:00:00
BAYAMON,216496,1,2023-01-14T12:00:00
CAROLINA,141663,1,2023-01-14T12:00:00
CAGUAS,250514,1,2023-01-14T12:00:00
MAYAGUEZ,216605,7,2023-01-14T12:00:00
PONCE,212508,6,2023-01-14T12:00:00
SAN JUAN,253068,48,2023-01-14T12:00:00
ARECIBO,177369,13,2023-05-04T06:00:00
BAYAMON,216496,38,2023-05-04T06:00:00
CAROLINA,141663,20,2023-05-04T06:00:00
CAGUAS,250514,379,2023-05-04T06:00:00
MAYAGUEZ,216605,25,2023-05-04T06:00:00
PONCE,212508,68,2023-05-04T06:00:00
SAN JUAN,253068,624,2023-05-04T06:00:00
ARECIBO,177369,40,2023-04-12T06:00:00
BAYAMON,216496,1942,2023-04-12T06:00:00
CAROLINA,141663,4,2023-04-12T06:00:00
CAGUAS,250514,42,2023-04-12T06:00:00
MAYAGUEZ,216605,53,2023-04-12T06:00:00
PONCE,212508,23,2023-04-12T06:00:00
SAN JUAN,253068,105,2023-04-12T06:00:00
ARECIBO,177369,22,2022-12-03T09:00:00
BAYAMON,216496,195,2022-12-03T09:00:00
CAROLINA,141663,4,2022-12-03T09:00:00
CAGUAS,250514,247,2022-12-03T09:00:00
MAYAGUEZ,216605,16,2022-12-03T09:00:00
PONCE,212508,4,2022-12-03T09:00:00
SAN JUAN,253068,2,2022-12-03T09:00:00
ARECIBO,177369,28830,2022-10-02T00:00:00
BAYAMON,216496,7612,2022-10-02T00:00:00
CAROLINA,141663,681,2022-10-02T00:00:00
CAGUAS,250514,17112,2022-10-02T00:00:00
MAYAGUEZ,216605,107241,2022-10-02T00:00:00
PONCE,212508,94929,2022-10-02T00:00:00
SAN JUAN,253068,2954,2022-10-02T00:00:00
ARECIBO,177369,2,2021-10-30T06:00:00
BAYAMON,216496,348,2021-10-30T06:00:00
CAROLINA,141663,25,2021-10-30T06:00:00
CAGUAS,250514,140,2021-10-30T06:00:00
MAYAGUEZ,216605,3,2021-10-30T06:00:00
PONCE,212508,15,2021-10-30T06:00:00
SAN JUAN,253068,178,2021-10-30T06:00:00
ARECIBO,177369,1737,2022-10-06T18:00:00
BAYAMON,216496,3533,2022-10-06T18:00:00
CAROLINA,141663,546,2022-10-06T18:00:00
CAGUAS,250514,7019,2022-10-06T18:00:00
MAYAGUEZ,216605,97013,2022-10-06T18:00:00
PONCE,212508,69321,2022-10-06T18:00:00
SAN JUAN,253068,303,2022-10-06T18:00:00
ARECIBO,177369,5,2023-02-03T06:00:00
BAYAMON,216496,0,2023-02-03T06:00:00
CAROLINA,141663,1,2023-02-03T06:00:00
CAGUAS,250514,69,2023-02-03T06:00:00
MAYAGUEZ,216605,0,2023-02-03T06:00:00
PONCE,212508,0,2023-02-03T06:00:00
SAN JUAN,253068,123,2023-02-03T06:00:00
ARECIBO,177369,23,2023-02-06T00:00:00
BAYAMON,216496,185,2023-02-06T00:00:00
CAROLINA,141663,17,2023-02-06T00:00:00
CAGUAS,250514,225,2023-02-06T00:00:00
MAYAGUEZ,216605,4,2023-02-06T00:00:00
PONCE,212508,336,2023-02-06T00:00:00
SAN JUAN,253068,35,2023-02-06T00:00:00
ARECIBO,177369,254,2023-04-02T12:00:00
BAYAMON,216496,32,2023-04-02T12:00:00
CAROLINA,141663,40,2023-04-02T12:00:00
CAGUAS,250514,27,2023-04-02T12:00:00
MAYAGUEZ,216605,189,2023-04-02T12:00:00
PONCE,212508,198,2023-04-02T12:00:00
SAN JUAN,253068,2631,2023-04-02T12:00:00
ARECIBO,177369,1234,2021-12-16T18:00:00
BAYAMON,216496,626,2021-12-16T18:00:00
CAROLINA,141663,272,2021-12-16T18:00:00
CAGUAS,250514,341,2021-12-16T18:00:00
MAYAGUEZ,216605,73,2021-12-16T18:00:00
PONCE,212508,140,2021-12-16T18:00:00
SAN JUAN,253068,57,2021-12-16T18:00:00
ARECIBO,177369,283,2022-06-23T18:00:00
BAYAMON,216496,199,2022-06-23T18:00:00
CAROLINA,141663,15,2022-06-23T18:00:00
CAGUAS,250514,148,2022-06-23T18:00:00
MAYAGUEZ,216605,1539,2022-06-23T18:00:00
PONCE,212508,2,2022-06-23T18:00:00
SAN JUAN,253068,17,2022-06-23T18:00:00
ARECIBO,177369,1,2023-02-16T03:00:00
BAYAMON,216496,111,2023-02-16T03:00:00
CAROLINA,141663,0,2023-02-16T03:00:00
CAGUAS,250514,2173,2023-02-16T03:00:00
MAYAGUEZ,216605,4087,2023-02-16T03:00:00
PONCE,212508,6,2023-02-16T03:00:00
SAN JUAN,253068,1,2023-02-16T03:00:00
ARECIBO,177369,134,2022-05-17T18:00:00
BAYAMON,216496,129,2022-05-17T18:00:00
CAROLINA,141663,45,2022-05-17T18:00:00
CAGUAS,250514,465,2022-05-17T18:00:00
MAYAGUEZ,216605,185,2022-05-17T18:00:00
PONCE,212508,327,2022-05-17T18:00:00
SAN JUAN,253068,171,2022-05-17T18:00:00
ARECIBO,177369,100,2022-06-03T12:00:00
BAYAMON,216496,635,2022-06-03T12:00:00
CAROLINA,141663,148,2022-06-03T12:00:00
CAGUAS,250514,52,2022-06-03T12:00:00
MAYAGUEZ,216605,246,2022-06-03T12:00:00
PONCE,212508,8157,2022-06-03T12:00:00
SAN JUAN,253068,130,2022-06-03T12:00:00
ARECIBO,177369,130191,2022-09-25T15:00:00
BAYAMON,216496,32185,2022-09-25T15:00:00
CAROLINA,141663,19048,2022-09-25T15:00:00
CAGUAS,250514,163291,2022-09-25T15:00:00
MAYAGUEZ,216605,203675,2022-09-25T15:00:00
PONCE,212508,199632,2022-09-25T15:00:00
SAN JUAN,253068,32134,2022-09-25T15:00:00
ARECIBO,177369,34,2023-01-24T12:00:00
BAYAMON,216496,129,2023-01-24T12:00:00
CAROLINA,141663,108,2023-01-24T12:00:00
CAGUAS,250514,2806,2023-01-24T12:00:00
MAYAGUEZ,216605,701,2023-01-24T12:00:00
PONCE,212508,0,2023-01-24T12:00:00
SAN JUAN,253068,21,2023-01-24T12:00:00
ARECIBO,177369,18,2021-10-25T06:00:00
BAYAMON,216496,80,2021-10-25T06:00:00
CAROLINA,141663,1,2021-10-25T06:00:00
CAGUAS,250514,48,2021-10-25T06:00:00
MAYAGUEZ,216605,4,2021-10-25T06:00:00
PONCE,212508,6,2021-10-25T06:00:00
SAN JUAN,253068,8,2021-10-25T06:00:00
ARECIBO,177369,78,2022-12-21T12:00:00
BAYAMON,216496,0,2022-12-21T12:00:00
CAROLINA,141663,145,2022-12-21T12:00:00
CAGUAS,250514,594,2022-12-21T12:00:00
MAYAGUEZ,216605,4,2022-12-21T12:00:00
PONCE,212508,10,2022-12-21T12:00:00
SAN JUAN,253068,220,2022-12-21T12:00:00
ARECIBO,177369,25,2022-11-21T06:00:00
BAYAMON,216496,7,2022-11-21T06:00:00
CAROLINA,141663,1,2022-11-21T06:00:00
CAGUAS,250514,35,2022-11-21T06:00:00
MAYAGUEZ,216605,2,2022-11-21T06:00:00
PONCE,212508,32,2022-11-21T06:00:00
SAN JUAN,253068,1,2022-11-21T06:00:00
ARECIBO,177369,88,2022-04-05T12:00:00
BAYAMON,216496,41,2022-04-05T12:00:00
CAROLINA,141663,197,2022-04-05T12:00:00
CAGUAS,250514,3422,2022-04-05T12:00:00
MAYAGUEZ,216605,113,2022-04-05T12:00:00
PONCE,212508,0,2022-04-05T12:00:00
SAN JUAN,253068,63,2022-04-05T12:00:00
ARECIBO,177369,21,2022-12-03T03:00:00
BAYAMON,216496,364,2022-12-03T03:00:00
CAROLINA,141663,0,2022-12-03T03:00:00
CAGUAS,250514,55,2022-12-03T03:00:00
MAYAGUEZ,216605,183,2022-12-03T03:00:00
PONCE,212508,3,2022-12-03T03:00:00
SAN JUAN,253068,72,2022-12-03T03:00:00
ARECIBO,177369,153,2022-05-25T00:00:00
BAYAMON,216496,1733,2022-05-25T00:00:00
CAROLINA,141663,66,2022-05-25T00:00:00
CAGUAS,250514,49,2022-05-25T00:00:00
MAYAGUEZ,216605,4411,2022-05-25T00:00:00
PONCE,212508,9,2022-05-25T00:00:00
SAN JUAN,253068,584,2022-05-25T00:00:00
ARECIBO,177369,58,2022-03-26T12:00:00
BAYAMON,216496,32,2022-03-26T12:00:00
CAROLINA,141663,36,2022-03-26T12:00:00
CAGUAS,250514,561,2022-03-26T12:00:00
MAYAGUEZ,216605,3,2022-03-26T12:00:00
PONCE,212508,53,2022-03-26T12:00:00
SAN JUAN,253068,3,2022-03-26T12:00:00
ARECIBO,177369,390,2022-03-17T12:00:00
BAYAMON,216496,64,2022-03-17T12:00:00
CAROLINA,141663,284,2022-03-17T12:00:00
CAGUAS,250514,974,2022-03-17T12:00:00
MAYAGUEZ,216605,57,2022-03-17T12:00:00
PONCE,212508,21,2022-03-17T12:00:00
SAN JUAN,253068,137,2022-03-17T12:00:00
ARECIBO,177369,3,2023-03-06T00:00:00
BAYAMON,216496,27,2023-03-06T00:00:00
CAROLINA,141663,0,2023-03-06T00:00:00
CAGUAS,250514,0,2023-03-06T00:00:00
MAYAGUEZ,216605,48,2023-03-06T00:00:00
PONCE,212508,0,2023-03-06T00:00:00
SAN JUAN,253068,1,2023-03-06T00:00:00
ARECIBO,177369,3,2023-02-23T12:00:00
BAYAMON,216496,107,2023-02-23T12:00:00
CAROLINA,141663,62,2023-02-23T12:00:00
CAGUAS,250514,1459,2023-02-23T12:00:00
MAYAGUEZ,216605,4,2023-02-23T12:00:00
PONCE,212508,177,2023-02-23T12:00:00
SAN JUAN,253068,1,2023-02-23T12:00:00
ARECIBO,177369,69,2022-02-04T12:00:00
BAYAMON,216496,50,2022-02-04T12:00:00
CAROLINA,141663,225,2022-02-04T12:00:00
CAGUAS,250514,3224,2022-02-04T12:00:00
MAYAGUEZ,216605,74,2022-02-04T12:00:00
PONCE,212508,39,2022-02-04T12:00:00
SAN JUAN,253068,7,2022-02-04T12:00:00
ARECIBO,177369,25,2023-01-11T21:00:00
BAYAMON,216496,29,2023-01-11T21:00:00
CAROLINA,141663,46,2023-01-11T21:00:00
CAGUAS,250514,1909,2023-01-11T21:00:00
MAYAGUEZ,216605,4832,2023-01-11T21:00:00
PONCE,212508,202,2023-01-11T21:00:00
SAN JUAN,253068,4506,2023-01-11T21:00:00
ARECIBO,177369,3634,2022-10-05T12:00:00
BAYAMON,216496,3062,2022-10-05T12:00:00
CAROLINA,141663,37,2022-10-05T12:00:00
CAGUAS,250514,15715,2022-10-05T12:00:00
MAYAGUEZ,216605,102914,2022-10-05T12:00:00
PONCE,212508,61185,2022-10-05T12:00:00
SAN JUAN,253068,165,2022-10-05T12:00:00
ARECIBO,177369,2,2023-02-12T06:00:00
BAYAMON,216496,180,2023-02-12T06:00:00
CAROLINA,141663,2,2023-02-12T06:00:00
CAGUAS,250514,5663,2023-02-12T06:00:00
MAYAGUEZ,216605,66,2023-02-12T06:00:00
PONCE,212508,11,2023-02-12T06:00:00
SAN JUAN,253068,0,2023-02-12T06:00:00
ARECIBO,177369,337,2022-10-23T18:00:00
BAYAMON,216496,65,2022-10-23T18:00:00
CAROLINA,141663,37,2022-10-23T18:00:00
CAGUAS,250514,1724,2022-10-23T18:00:00
MAYAGUEZ,216605,115,2022-10-23T18:00:00
PONCE,212508,449,2022-10-23T18:00:00
SAN JUAN,253068,1257,2022-10-23T18:00:00
ARECIBO,177369,955,2022-10-10T06:00:00
BAYAMON,216496,135,2022-10-10T06:00:00
CAROLINA,141663,678,2022-10-10T06:00:00
CAGUAS,250514,1186,2022-10-10T06:00:00
MAYAGUEZ,216605,20069,2022-10-10T06:00:00
PONCE,212508,10735,2022-10-10T06:00:00
SAN JUAN,253068,70,2022-10-10T06:00:00
ARECIBO,177369,1589,2022-10-05T18:00:00
BAYAMON,216496,2604,2022-10-05T18:00:00
CAROLINA,141663,106,2022-10-05T18:00:00
CAGUAS,250514,11408,2022-10-05T18:00:00
MAYAGUEZ,216605,113824,2022-10-05T18:00:00
PONCE,212508,62634,2022-10-05T18:00:00
SAN JUAN,253068,527,2022-10-05T18:00:00
ARECIBO,177369,216,2023-02-05T03:00:00
BAYAMON,216496,312,2023-02-05T03:00:00
CAROLINA,141663,2,2023-02-05T03:00:00
CAGUAS,250514,1,2023-02-05T03:00:00
MAYAGUEZ,216605,68,2023-02-05T03:00:00
PONCE,212508,431,2023-02-05T03:00:00
SAN JUAN,253068,1,2023-02-05T03:00:00
ARECIBO,177369,1,2022-01-30T06:00:00
BAYAMON,216496,3,2022-01-30T06:00:00
CAROLINA,141663,4,2022-01-30T06:00:00
CAGUAS,250514,4,2022-01-30T06:00:00
MAYAGUEZ,216605,303,2022-01-30T06:00:00
PONCE,212508,1,2022-01-30T06:00:00
SAN JUAN,253068,45,2022-01-30T06:00:00
ARECIBO,177369,7,2021-12-31T06:00:00
BAYAMON,216496,70,2021-12-31T06:00:00
CAROLINA,141663,2,2021-12-31T06:00:00
CAGUAS,250514,33,2021-12-31T06:00:00
MAYAGUEZ,216605,31,2021-12-31T06:00:00
PONCE,212508,2,2021-12-31T06:00:00
SAN JUAN,253068,2,2021-12-31T06:00:00
ARECIBO,177369,102,2023-02-02T21:00:00
BAYAMON,216496,4,2023-02-02T21:00:00
CAROLINA,141663,393,2023-02-02T21:00:00
CAGUAS,250514,723,2023-02-02T21:00:00
MAYAGUEZ,216605,667,2023-02-02T21:00:00
PONCE,212508,169,2023-02-02T21:00:00
SAN JUAN,253068,1397,2023-02-02T21:00:00
ARECIBO,177369,12,2021-12-07T12:00:00
BAYAMON,216496,36,2021-12-07T12:00:00
CAROLINA,141663,9,2021-12-07T12:00:00
CAGUAS,250514,133,2021-12-07T12:00:00
MAYAGUEZ,216605,75,2021-12-07T12:00:00
PONCE,212508,27,2021-12-07T12:00:00
SAN JUAN,253068,14,2021-12-07T12:00:00
ARECIBO,177369,850,2023-04-29T12:00:00
BAYAMON,216496,1594,2023-04-29T12:00:00
CAROLINA,141663,137,2023-04-29T12:00:00
CAGUAS,250514,47,2023-04-29T12:00:00
MAYAGUEZ,216605,592,2023-04-29T12:00:00
PONCE,212508,22,2023-04-29T12:00:00
SAN JUAN,253068,1747,2023-04-29T12:00:00
ARECIBO,177369,13,2022-08-31T00:00:00
BAYAMON,216496,4,2022-08-31T00:00:00
CAROLINA,141663,8,2022-08-31T00:00:00
CAGUAS,250514,486,2022-08-31T00:00:00
MAYAGUEZ,216605,3523,2022-08-31T00:00:00
PONCE,212508,190,2022-08-31T00:00:00
SAN JUAN,253068,13,2022-08-31T00:00:00
ARECIBO,177369,162,2022-01-20T01:00:00
BAYAMON,216496,0,2022-01-20T01:00:00
CAROLINA,141663,0,2022-01-20T01:00:00
CAGUAS,250514,6,2022-01-20T01:00:00
MAYAGUEZ,216605,2657,2022-01-20T01:00:00
PONCE,212508,414,2022-01-20T01:00:00
SAN JUAN,253068,6,2022-01-20T01:00:00
ARECIBO,177369,526,2022-02-03T18:00:00
BAYAMON,216496,8,2022-02-03T18:00:00
CAROLINA,141663,12,2022-02-03T18:00:00
CAGUAS,250514,6672,2022-02-03T18:00:00
MAYAGUEZ,216605,1372,2022-02-03T18:00:00
PONCE,212508,1544,2022-02-03T18:00:00
SAN JUAN,253068,347,2022-02-03T18:00:00
ARECIBO,177369,3480,2022-07-15T00:00:00
BAYAMON,216496,814,2022-07-15T00:00:00
CAROLINA,141663,9,2022-07-15T00:00:00
CAGUAS,250514,354,2022-07-15T00:00:00
MAYAGUEZ,216605,804,2022-07-15T00:00:00
PONCE,212508,586,2022-07-15T00:00:00
SAN JUAN,253068,1609,2022-07-15T00:00:00
ARECIBO,177369,103,2023-01-15T03:00:00
BAYAMON,216496,80,2023-01-15T03:00:00
CAROLINA,141663,305,2023-01-15T03:00:00
CAGUAS,250514,69,2023-01-15T03:00:00
MAYAGUEZ,216605,1,2023-01-15T03:00:00
PONCE,212508,148,2023-01-15T03:00:00
SAN JUAN,253068,127,2023-01-15T03:00:00
ARECIBO,177369,175,2022-06-09T06:00:00
BAYAMON,216496,648,2022-06-09T06:00:00
CAROLINA,141663,40,2022-06-09T06:00:00
CAGUAS,250514,82,2022-06-09T06:00:00
MAYAGUEZ,216605,52,2022-06-09T06:00:00
PONCE,212508,129,2022-06-09T06:00:00
SAN JUAN,253068,2306,2022-06-09T06:00:00
ARECIBO,177369,57950,2022-09-29T12:00:00
BAYAMON,216496,5705,2022-09-29T12:00:00
CAROLINA,141663,953,2022-09-29T12:00:00
CAGUAS,250514,94819,2022-09-29T12:00:00
MAYAGUEZ,216605,156381,2022-09-29T12:00:00
PONCE,212508,141724,2022-09-29T12:00:00
SAN JUAN,253068,2756,2022-09-29T12:00:00
ARECIBO,177369,114,2022-07-21T12:00:00
BAYAMON,216496,227,2022-07-21T12:00:00
CAROLINA,141663,3,2022-07-21T12:00:00
CAGUAS,250514,2563,2022-07-21T12:00:00
MAYAGUEZ,216605,68,2022-07-21T12:00:00
PONCE,212508,174,2022-07-21T12:00:00
SAN JUAN,253068,152,2022-07-21T12:00:00
ARECIBO,177369,0,2022-03-30T06:00:00
BAYAMON,216496,8,2022-03-30T06:00:00
CAROLINA,141663,3,2022-03-30T06:00:00
CAGUAS,250514,108,2022-03-30T06:00:00
MAYAGUEZ,216605,35,2022-03-30T06:00:00
PONCE,212508,1777,2022-03-30T06:00:00
SAN JUAN,253068,77,2022-03-30T06:00:00
ARECIBO,177369,767,2022-10-11T06:00:00
BAYAMON,216496,364,2022-10-11T06:00:00
CAROLINA,141663,751,2022-10-11T06:00:00
CAGUAS,250514,4041,2022-10-11T06:00:00
MAYAGUEZ,216605,16146,2022-10-11T06:00:00
PONCE,212508,9172,2022-10-11T06:00:00
SAN JUAN,253068,514,2022-10-11T06:00:00
ARECIBO,177369,26,2022-11-12T03:00:00
BAYAMON,216496,15,2022-11-12T03:00:00
CAROLINA,141663,11,2022-11-12T03:00:00
CAGUAS,250514,50,2022-11-12T03:00:00
MAYAGUEZ,216605,3,2022-11-12T03:00:00
PONCE,212508,113,2022-11-12T03:00:00
SAN JUAN,253068,1,2022-11-12T03:00:00
ARECIBO,177369,15,2023-01-26T00:00:00
BAYAMON,216496,785,2023-01-26T00:00:00
CAROLINA,141663,73,2023-01-26T00:00:00
CAGUAS,250514,15,2023-01-26T00:00:00
MAYAGUEZ,216605,28,2023-01-26T00:00:00
PONCE,212508,20,2023-01-26T00:00:00
SAN JUAN,253068,371,2023-01-26T00:00:00
ARECIBO,177369,56,2023-01-25T12:00:00
BAYAMON,216496,51,2023-01-25T12:00:00
CAROLINA,141663,19,2023-01-25T12:00:00
CAGUAS,250514,249,2023-01-25T12:00:00
MAYAGUEZ,216605,15,2023-01-25T12:00:00
PONCE,212508,3,2023-01-25T12:00:00
SAN JUAN,253068,734,2023-01-25T12:00:00
ARECIBO,177369,29,2022-11-30T15:00:00
BAYAMON,216496,636,2022-11-30T15:00:00
CAROLINA,141663,93,2022-11-30T15:00:00
CAGUAS,250514,458,2022-11-30T15:00:00
MAYAGUEZ,216605,3373,2022-11-30T15:00:00
PONCE,212508,190,2022-11-30T15:00:00
SAN JUAN,253068,1102,2022-11-30T15:00:00
ARECIBO,177369,30,2022-02-14T12:00:00
BAYAMON,216496,38,2022-02-14T12:00:00
CAROLINA,141663,126,2022-02-14T12:00:00
CAGUAS,250514,131,2022-02-14T12:00:00
MAYAGUEZ,216605,63,2022-02-14T12:00:00
PONCE,212508,4,2022-02-14T12:00:00
SAN JUAN,253068,99,2022-02-14T12:00:00
ARECIBO,177369,165,2022-05-20T12:00:00
BAYAMON,216496,24,2022-05-20T12:00:00
CAROLINA,141663,100,2022-05-20T12:00:00
CAGUAS,250514,130,2022-05-20T12:00:00
MAYAGUEZ,216605,35,2022-05-20T12:00:00
PONCE,212508,22,2022-05-20T12:00:00
SAN JUAN,253068,29,2022-05-20T12:00:00
ARECIBO,177369,1546,2023-05-02T03:00:00
BAYAMON,216496,1919,2023-05-02T03:00:00
CAROLINA,141663,11,2023-05-02T03:00:00
CAGUAS,250514,87,2023-05-02T03:00:00
MAYAGUEZ,216605,892,2023-05-02T03:00:00
PONCE,212508,134,2023-05-02T03:00:00
SAN JUAN,253068,1265,2023-05-02T03:00:00
ARECIBO,177369,2,2023-03-06T03:00:00
BAYAMON,216496,89,2023-03-06T03:00:00
CAROLINA,141663,0,2023-03-06T03:00:00
CAGUAS,250514,2,2023-03-06T03:00:00
MAYAGUEZ,216605,4,2023-03-06T03:00:00
PONCE,212508,0,2023-03-06T03:00:00
SAN JUAN,253068,19,2023-03-06T03:00:00
ARECIBO,177369,38,2022-12-21T03:00:00
BAYAMON,216496,0,2022-12-21T03:00:00
CAROLINA,141663,0,2022-12-21T03:00:00
CAGUAS,250514,194,2022-12-21T03:00:00
MAYAGUEZ,216605,47,2022-12-21T03:00:00
PONCE,212508,2,2022-12-21T03:00:00
SAN JUAN,253068,829,2022-12-21T03:00:00
ARECIBO,177369,96,2022-08-02T18:00:00
BAYAMON,216496,5189,2022-08-02T18:00:00
CAROLINA,141663,386,2022-08-02T18:00:00
CAGUAS,250514,237,2022-08-02T18:00:00
MAYAGUEZ,216605,40,2022-08-02T18:00:00
PONCE,212508,144,2022-08-02T18:00:00
SAN JUAN,253068,240,2022-08-02T18:00:00
