Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date,Tasa de Desempleo,Num. Personas Desempleadas,Num. Personas Empleadas,Num. Personas Grupo Trabajador
Rincón,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2019-04-01,17.8,701.0,4039.0,4828.0
Maunabo,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2019-04-01,18.2,469.0,2446.0,2958.0
Moca,12.0,0.0,0.0,0.0,7.0,1.0,3.0,1.0,2019-04-01,11.3,1015.0,9206.0,10418.0
Morovis,14.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,2019-04-01,9.4,675.0,7050.0,7848.0
Naguabo,9.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,2019-04-01,10.0,659.0,7227.0,8016.0
Naranjito,12.0,0.0,0.0,1.0,1.0,1.0,7.0,2.0,2019-04-01,8.4,535.0,6305.0,6947.0
Orocovis,6.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2019-04-01,11.7,467.0,4337.0,4874.0
Patillas,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2019-04-01,19.2,690.0,3621.0,4380.0
Peñuelas,7.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2019-04-01,14.8,807.0,4982.0,5857.0
Mayagüez,37.0,0.0,1.0,2.0,3.0,8.0,21.0,2.0,2019-04-01,11.6,2168.0,19080.0,21746.0
Ponce,112.0,4.0,0.0,8.0,16.0,22.0,60.0,2.0,2019-04-01,10.4,4161.0,40455.0,45231.0
Yauco,15.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,2019-04-01,16.9,1383.0,8228.0,9706.0
Juncos,18.0,0.0,0.0,1.0,1.0,3.0,11.0,2.0,2019-05-01,9.1,932.0,10883.0,12168.0
Comerío,10.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,2019-05-01,10.0,394.0,4314.0,4858.0
Corozal,19.0,0.0,0.0,3.0,6.0,4.0,3.0,3.0,2019-05-01,10.0,751.0,7879.0,8860.0
Culebra,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2019-05-01,2.9,24.0,874.0,905.0
Dorado,42.0,2.0,0.0,4.0,3.0,2.0,27.0,4.0,2019-05-01,6.1,673.0,12023.0,13116.0
Fajardo,13.0,0.0,0.0,1.0,8.0,0.0,3.0,1.0,2019-05-01,12.5,1180.0,9513.0,11019.0
Florida,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2019-05-01,12.6,360.0,2867.0,3318.0
Guánica,9.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,2019-05-01,15.9,514.0,3266.0,3901.0
Coamo,25.0,0.0,0.0,1.0,14.0,5.0,4.0,1.0,2019-05-01,13.9,1160.0,8520.0,9975.0
Guayama,36.0,1.0,0.0,3.0,13.0,6.0,11.0,2.0,2019-05-01,13.0,1270.0,9570.0,11174.0
Guaynabo,82.0,2.0,0.0,8.0,2.0,7.0,50.0,13.0,2019-05-01,4.4,1422.0,34960.0,37618.0
Gurabo,13.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,2019-05-01,6.2,928.0,16499.0,17975.0
Hatillo,31.0,0.0,0.0,4.0,1.0,5.0,16.0,5.0,2019-05-01,15.4,1525.0,11531.0,13512.0
Hormigueros,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2019-05-01,9.5,448.0,4780.0,5412.0
Humacao,25.0,1.0,0.0,7.0,2.0,0.0,12.0,3.0,2019-05-01,11.7,1696.0,14948.0,17177.0
Isabela,21.0,0.0,0.0,0.0,1.0,8.0,10.0,2.0,2019-05-01,10.0,1023.0,10936.0,12338.0
Jayuya,8.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,2019-05-01,17.8,607.0,3530.0,4275.0
Guayanilla,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2019-05-01,16.3,668.0,4079.0,5241.0
Juana Díaz,12.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,2019-05-01,10.9,1515.0,13169.0,15088.0
Cidra,19.0,1.0,1.0,0.0,3.0,3.0,11.0,0.0,2019-05-01,8.0,962.0,13990.0,15422.0
Ceiba,16.0,1.0,0.0,2.0,3.0,2.0,8.0,0.0,2019-05-01,12.0,387.0,3234.0,3737.0
Aguadilla,48.0,0.0,0.0,3.0,5.0,11.0,25.0,4.0,2019-05-01,11.1,1375.0,12758.0,14575.0
Aguas Buenas,17.0,2.0,0.0,3.0,1.0,5.0,6.0,0.0,2019-05-01,10.0,563.0,5752.0,6510.0
Aibonito,11.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2019-05-01,12.3,673.0,5599.0,6462.0
Añasco,15.0,0.0,1.0,0.0,3.0,3.0,7.0,1.0,2019-05-01,9.4,707.0,7890.0,8882.0
Arecibo,44.0,0.0,1.0,6.0,8.0,9.0,15.0,5.0,2019-05-01,10.5,2144.0,21013.0,23924.0
Arroyo,6.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,2019-05-01,15.3,622.0,3982.0,4735.0
Barceloneta,40.0,0.0,1.0,0.0,7.0,9.0,20.0,3.0,2019-05-01,12.5,641.0,5091.0,5893.0
Ciales,11.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,2019-05-01,11.0,382.0,3192.0,3681.0
Barranquitas,22.0,0.0,0.0,0.0,1.0,3.0,14.0,4.0,2019-05-01,9.4,578.0,6498.0,7280.0
Cabo Rojo,12.0,1.0,0.0,0.0,3.0,4.0,9.0,0.0,2019-05-01,9.8,1067.0,12029.0,13504.0
Caguas,115.0,2.0,1.0,9.0,3.0,10.0,78.0,12.0,2019-05-01,7.6,2981.0,43156.0,47586.0
Camuy,20.0,0.0,0.0,3.0,1.0,6.0,9.0,1.0,2019-05-01,9.2,724.0,8447.0,9469.0
Canóvanas,44.0,0.0,0.0,4.0,11.0,12.0,15.0,2.0,2019-05-01,7.2,942.0,14511.0,15949.0
Carolina,172.0,4.0,0.0,13.0,24.0,21.0,95.0,15.0,2019-05-01,6.3,3265.0,56070.0,61219.0
Cataño,12.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2019-05-01,7.7,511.0,7048.0,7804.0
Cayey,42.0,0.0,0.0,2.0,7.0,6.0,25.0,2.0,2019-05-01,7.6,1011.0,14530.0,16045.0
Bayamón,235.0,1.0,0.0,14.0,10.0,33.0,116.0,61.0,2019-05-01,6.7,3747.0,59292.0,65062.0
Aguada,17.0,1.0,0.0,2.0,4.0,3.0,7.0,0.0,2019-05-01,12.0,1143.0,10464.0,11980.0
Adjuntas,9.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,2019-05-01,19.9,541.0,3396.0,4105.0
Lares,9.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,2019-05-01,18.4,959.0,5627.0,6842.0
Salinas,18.0,0.0,1.0,0.0,7.0,3.0,6.0,1.0,2019-05-01,15.1,996.0,5985.0,7155.0
San Germán,7.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2019-05-01,13.1,1045.0,8381.0,9725.0
San Juan,524.0,10.0,1.0,75.0,39.0,52.0,259.0,88.0,2019-05-01,5.9,6816.0,122897.0,134101.0
San Lorenzo,11.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,2019-05-01,9.8,940.0,10327.0,11607.0
San Sebastián,14.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,2019-05-01,16.6,1395.0,8626.0,10345.0
Santa Isabel,7.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2019-05-01,9.9,879.0,8419.0,8881.0
Toa Alta,35.0,1.0,0.0,3.0,3.0,7.0,15.0,6.0,2019-05-01,6.0,1390.0,24752.0,26964.0
Sabana Grande,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-05-01,14.5,768.0,5210.0,6077.0
Toa Baja,66.0,1.0,0.0,10.0,5.0,9.0,28.0,13.0,2019-05-01,6.1,1554.0,26639.0,29073.0
Utuado,11.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,2019-05-01,12.5,683.0,5758.0,6631.0
Vega Alta,37.0,1.0,2.0,3.0,3.0,7.0,13.0,8.0,2019-05-01,8.6,700.0,8643.0,9620.0
Vega Baja,44.0,1.0,1.0,6.0,5.0,4.0,24.0,3.0,2019-05-01,10.3,1180.0,11610.0,13143.0
Vieques,11.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,2019-05-01,8.5,176.0,2449.0,2675.0
Villalba,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2019-05-01,19.6,1116.0,6133.0,7455.0
Yabucoa,10.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,2019-05-01,14.3,1096.0,7439.0,8787.0
Yauco,16.0,1.0,0.0,1.0,5.0,6.0,3.0,0.0,2019-05-01,17.1,1402.0,8152.0,9797.0
Trujillo Alto,38.0,1.0,0.0,10.0,8.0,2.0,15.0,2.0,2019-05-01,5.4,1209.0,24932.0,26991.0
Lajas,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2019-05-01,14.4,636.0,4387.0,5175.0
Rio Grande,23.0,0.0,1.0,2.0,2.0,4.0,9.0,5.0,2019-05-01,8.3,1138.0,15181.0,16815.0
Quebradillas,10.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,2019-05-01,13.7,641.0,5217.0,6050.0
Las Marías,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2019-05-01,14.3,284.0,2329.0,2658.0
Las Piedras,21.0,0.0,0.0,2.0,6.0,7.0,5.0,1.0,2019-05-01,9.5,923.0,9960.0,11213.0
Loiza,29.0,1.0,0.0,1.0,5.0,6.0,12.0,4.0,2019-05-01,7.8,592.0,7531.0,8371.0
Luquillo,15.0,0.0,0.0,2.0,2.0,5.0,7.0,0.5,2019-05-01,10.5,538.0,5441.0,6165.0
Manatí,34.0,0.0,0.0,7.0,7.0,1.0,14.0,5.0,2019-05-01,8.6,881.0,10327.0,11421.0
Maricao,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2019-05-01,16.6,247.0,1607.0,1880.0
Maunabo,9.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,2019-05-01,19.4,470.0,2431.0,2981.0
Rincón,8.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2019-05-01,18.0,538.0,4015.0,4693.0
Mayagüez,50.0,0.0,2.0,1.0,4.0,6.0,35.0,2.0,2019-05-01,11.7,2171.0,19022.0,21919.0
Morovis,13.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2019-05-01,9.7,680.0,7010.0,7912.0
Naguabo,7.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2019-05-01,9.8,653.0,7182.0,8085.0
Naranjito,35.0,0.0,2.0,2.0,7.0,1.0,17.0,6.0,2019-05-01,8.7,526.0,6269.0,6991.0
Orocovis,9.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2019-05-01,12.0,421.0,4312.0,4878.0
Patillas,9.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,2019-05-01,19.9,668.0,3601.0,4384.0
Peñuelas,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-05-01,15.2,842.0,4939.0,5931.0
Ponce,118.0,1.0,2.0,12.0,8.0,20.0,68.0,7.0,2019-05-01,10.8,4312.0,40112.0,45712.0
Moca,9.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2019-05-01,11.9,1028.0,9151.0,10514.0
Adjuntas,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2019-06-01,15.5,574.0,3490.0,4124.0
Juncos,15.0,1.0,0.0,2.0,3.0,3.0,5.0,1.0,2019-06-01,7.7,1005.0,11148.0,12440.0
Yabucoa,7.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2019-06-01,12.2,1168.0,7622.0,8996.0
Comerío,7.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2019-06-01,8.2,401.0,4418.0,4938.0
Corozal,12.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2019-06-01,8.6,828.0,8028.0,9068.0
Culebra,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2019-06-01,2.7,26.0,864.0,933.0
Dorado,43.0,0.0,2.0,5.0,2.0,5.0,23.0,6.0,2019-06-01,5.3,730.0,12318.0,13398.0
Fajardo,17.0,2.0,0.0,0.0,6.0,4.0,5.0,0.0,2019-06-01,10.4,1208.0,9747.0,11233.0
Florida,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2019-06-01,11.1,345.0,2937.0,3357.0
Guánica,22.0,0.0,0.0,1.0,5.0,7.0,9.0,0.0,2019-06-01,13.5,548.0,3362.0,3983.0
Guayama,21.0,0.0,0.0,4.0,8.0,1.0,7.0,1.0,2019-06-01,11.3,1352.0,9844.0,11331.0
Guayanilla,10.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,2019-06-01,13.0,662.0,4507.0,5289.0
Guaynabo,59.0,2.0,1.0,6.0,3.0,7.0,33.0,7.0,2019-06-01,3.8,1492.0,35835.0,38387.0
Gurabo,13.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,2019-06-01,5.4,1007.0,16906.0,18371.0
Hatillo,33.0,0.0,0.0,1.0,2.0,3.0,22.0,5.0,2019-06-01,12.1,1429.0,11866.0,13573.0
Hormigueros,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-06-01,8.1,483.0,4920.0,5553.0
Humacao,27.0,1.0,0.0,1.0,5.0,7.0,13.0,0.0,2019-06-01,9.8,1756.0,15331.0,17536.0
Isabela,45.0,0.0,1.0,3.0,5.0,10.0,25.0,1.0,2019-06-01,8.5,1166.0,11199.0,12502.0
Coamo,9.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,2019-06-01,11.5,1175.0,8703.0,10036.0
Ciales,18.0,3.0,0.0,0.0,6.0,3.0,5.0,1.0,2019-06-01,9.8,424.0,3265.0,3773.0
Ceiba,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2019-06-01,10.3,389.0,3318.0,3803.0
Cayey,38.0,2.0,1.0,2.0,9.0,3.0,13.0,8.0,2019-06-01,6.4,1133.0,14894.0,16449.0
Aguada,10.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,2019-06-01,9.6,1220.0,10756.0,12155.0
Aguadilla,41.0,0.0,0.0,3.0,9.0,7.0,21.0,1.0,2019-06-01,9.4,1581.0,13107.0,14894.0
Aguas Buenas,16.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,2019-06-01,8.5,592.0,5894.0,6658.0
Aibonito,13.0,1.0,0.0,0.0,2.0,1.0,5.0,4.0,2019-06-01,10.4,669.0,5718.0,6565.0
Añasco,12.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,2019-06-01,7.8,739.0,8113.0,8986.0
Arecibo,49.0,1.0,1.0,6.0,2.0,9.0,26.0,4.0,2019-06-01,8.8,2220.0,21588.0,24308.0
Arroyo,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2019-06-01,12.5,634.0,4090.0,4774.0
Jayuya,8.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2019-06-01,14.1,616.0,3641.0,4280.0
Barceloneta,29.0,1.0,0.0,2.0,1.0,2.0,20.0,3.0,2019-06-01,10.9,648.0,5215.0,5995.0
Bayamón,177.0,2.0,0.0,11.0,14.0,20.0,91.0,40.0,2019-06-01,5.8,4050.0,60764.0,66528.0
Cabo Rojo,14.0,0.0,0.0,0.0,2.0,5.0,6.0,1.0,2019-06-01,8.2,1166.0,12337.0,13799.0
Caguas,81.0,2.0,0.0,6.0,5.0,7.0,51.0,10.0,2019-06-01,6.3,3246.0,44220.0,48681.0
Camuy,27.0,0.0,0.0,1.0,9.0,5.0,12.0,0.0,2019-06-01,7.7,804.0,8661.0,9678.0
Canóvanas,33.0,4.0,0.0,2.0,6.0,3.0,13.0,5.0,2019-06-01,6.0,1045.0,14879.0,16329.0
Carolina,150.0,2.0,1.0,8.0,11.0,26.0,88.0,14.0,2019-06-01,5.3,3638.0,57458.0,62674.0
Cataño,25.0,1.0,1.0,4.0,3.0,1.0,13.0,2.0,2019-06-01,6.7,555.0,7225.0,7987.0
Barranquitas,24.0,1.0,0.0,0.0,4.0,5.0,8.0,6.0,2019-06-01,8.2,625.0,6641.0,7428.0
Juana Díaz,20.0,2.0,0.0,0.0,1.0,4.0,13.0,0.0,2019-06-01,9.4,1509.0,13466.0,15361.0
Cidra,12.0,0.0,0.0,2.0,3.0,1.0,5.0,1.0,2019-06-01,6.5,1082.0,14334.0,15808.0
Lajas,12.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,2019-06-01,12.0,655.0,4494.0,5245.0
Rio Grande,16.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,2019-06-01,7.0,1203.0,15549.0,17165.0
Sabana Grande,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2019-06-01,12.5,856.0,5271.0,6272.0
Salinas,10.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,2019-06-01,13.3,1017.0,6109.0,7179.0
San Germán,11.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,2019-06-01,10.9,1117.0,8606.0,9926.0
San Juan,450.0,15.0,0.0,48.0,38.0,47.0,221.0,81.0,2019-06-01,5.1,7305.0,125971.0,137084.0
San Lorenzo,13.0,0.0,0.0,2.0,3.0,1.0,7.0,0.0,2019-06-01,8.2,1040.0,10576.0,11898.0
Santa Isabel,9.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2019-06-01,9.0,879.0,7732.0,9023.0
Rincón,10.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2019-06-01,14.5,511.0,4127.0,4703.0
Toa Alta,22.0,1.0,0.0,2.0,1.0,2.0,16.0,0.0,2019-06-01,5.3,1506.0,25360.0,27552.0
Trujillo Alto,54.0,5.0,0.0,2.0,6.0,8.0,31.0,2.0,2019-06-01,4.5,1303.0,25549.0,27570.0
Utuado,16.0,0.0,1.0,0.0,2.0,6.0,7.0,0.0,2019-06-01,10.8,735.0,5898.0,6715.0
Vega Alta,23.0,0.0,1.5,4.0,0.0,3.0,14.0,3.0,2019-06-01,7.4,774.0,8853.0,9859.0
Vega Baja,48.0,0.0,1.0,4.0,5.0,5.0,27.0,6.0,2019-06-01,9.0,1303.0,11878.0,13479.0
Vieques,8.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,2019-06-01,6.8,168.0,2506.0,2648.0
Villalba,8.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2019-06-01,16.2,1056.0,6278.0,7522.0
Yauco,31.0,1.0,0.0,0.0,18.0,2.0,10.0,0.0,2019-06-01,14.2,1441.0,8323.0,9986.0
Toa Baja,57.0,0.0,0.0,7.0,0.0,4.0,32.0,14.0,2019-06-01,5.4,1667.0,27292.0,29696.0
Quebradillas,16.0,0.0,1.0,0.0,3.0,3.0,9.0,0.0,2019-06-01,11.1,693.0,5359.0,6188.0
San Sebastián,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2019-06-01,13.5,1348.0,8824.0,10358.0
Lares,13.0,0.0,0.0,0.0,3.0,2.0,6.0,2.0,2019-06-01,14.7,954.0,5793.0,6853.0
Ponce,193.0,3.0,0.0,8.0,33.0,34.0,111.0,4.0,2019-06-01,9.2,4351.0,41070.0,46631.0
Las Marías,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-06-01,11.3,270.0,2358.0,2660.0
Las Piedras,11.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,2019-06-01,8.3,1045.0,10196.0,11521.0
Loiza,23.0,0.0,0.0,1.0,4.0,2.0,11.0,5.0,2019-06-01,6.7,620.0,7717.0,8540.0
Luquillo,25.0,1.0,0.0,0.0,4.0,6.0,14.0,0.0,2019-06-01,8.7,583.0,5575.0,6317.0
Maricao,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2019-06-01,13.6,282.0,1647.0,1925.0
Maunabo,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2019-06-01,15.9,455.0,2489.0,3012.0
Mayagüez,31.0,0.0,0.0,0.0,8.0,3.0,14.0,6.0,2019-06-01,10.0,2292.0,19578.0,22445.0
Manatí,30.0,0.0,0.0,4.0,2.0,1.0,18.0,5.0,2019-06-01,7.6,926.0,10449.0,11636.0
Morovis,12.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,2019-06-01,8.6,735.0,7173.0,8096.0
Naguabo,8.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2019-06-01,8.2,681.0,7357.0,8246.0
Naranjito,14.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,2019-06-01,7.7,592.0,6412.0,7166.0
Orocovis,10.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,2019-06-01,9.6,462.0,4407.0,4989.0
Patillas,6.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2019-06-01,15.8,651.0,3690.0,4385.0
Peñuelas,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2019-06-01,13.8,853.0,5050.0,6045.0
Moca,10.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,2019-06-01,9.7,1168.0,9403.0,10730.0
Cidra,9.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2019-07-01,6.2,1038.0,14460.0,15706.0
Fajardo,24.0,0.0,0.0,2.0,6.0,3.0,13.0,0.0,2019-07-01,10.7,1148.0,9839.0,11108.0
Coamo,21.0,1.0,1.0,0.0,9.0,8.0,2.0,0.0,2019-07-01,11.6,1162.0,8815.0,10006.0
Comerío,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2019-07-01,8.1,445.0,4464.0,4976.0
Corozal,10.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,2019-07-01,8.5,882.0,8109.0,9121.0
Culebra,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-01,2.7,30.0,881.0,910.0
Dorado,41.0,1.0,0.0,11.0,1.0,4.0,19.0,5.0,2019-07-01,5.1,727.0,12443.0,13334.0
Florida,8.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,2019-07-01,10.8,336.0,2958.0,3350.0
Humacao,15.0,0.0,0.0,4.0,2.0,4.0,5.0,0.0,2019-07-01,9.9,1589.0,15481.0,17297.0
Guayama,34.0,0.0,0.0,1.0,5.0,9.0,18.0,1.0,2019-07-01,11.4,1305.0,9904.0,11090.0
Guayanilla,10.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,2019-07-01,12.7,617.0,4573.0,5228.0
Guaynabo,75.0,0.0,0.0,1.0,1.0,8.0,45.0,20.0,2019-07-01,3.8,1492.0,36196.0,38049.0
Gurabo,10.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,2019-07-01,5.2,1044.0,17047.0,18347.0
Hatillo,27.0,0.0,0.0,1.0,4.0,6.0,13.0,6.0,2019-07-01,11.3,1277.0,11987.0,13511.0
Hormigueros,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2019-07-01,8.3,451.0,4964.0,5496.0
Ciales,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2019-07-01,10.4,441.0,3299.0,3791.0
Guánica,9.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,2019-07-01,13.2,526.0,3387.0,3976.0
Ceiba,6.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2019-07-01,10.4,374.0,3350.0,3760.0
Adjuntas,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2019-07-01,13.2,538.0,3564.0,4098.0
Cataño,24.0,0.0,0.0,1.0,1.0,6.0,15.0,1.0,2019-07-01,6.5,540.0,7293.0,7915.0
Isabela,40.0,0.0,0.0,2.0,1.0,14.0,22.0,1.0,2019-07-01,8.3,1154.0,11315.0,12537.0
Aguada,17.0,0.0,0.0,0.0,4.0,6.0,4.0,3.0,2019-07-01,9.5,1121.0,10837.0,11977.0
Aguadilla,57.0,0.0,0.0,3.0,6.0,11.0,35.0,2.0,2019-07-01,9.4,1528.0,13200.0,14786.0
Aguas Buenas,8.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2019-07-01,8.6,587.0,5947.0,6630.0
Aibonito,13.0,1.0,0.0,0.0,3.0,1.0,7.0,1.0,2019-07-01,10.4,650.0,5789.0,6554.0
Añasco,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2019-07-01,8.0,743.0,8175.0,8949.0
Arecibo,60.0,1.0,0.0,4.0,6.0,12.0,28.0,9.0,2019-07-01,9.0,2143.0,21780.0,24416.0
Cayey,29.0,1.0,0.0,2.0,3.0,4.0,16.0,3.0,2019-07-01,6.3,1125.0,15034.0,16334.0
Arroyo,8.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2019-07-01,13.1,577.0,4113.0,4630.0
Barranquitas,17.0,0.0,0.0,1.0,1.0,6.0,7.0,2.0,2019-07-01,7.9,690.0,6702.0,7510.0
Bayamón,205.0,1.0,0.0,18.0,8.0,21.0,89.0,68.0,2019-07-01,5.8,4042.0,61315.0,66141.0
Cabo Rojo,13.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,2019-07-01,7.9,1210.0,12437.0,13765.0
Caguas,123.0,1.0,1.0,10.0,11.0,21.0,58.0,21.0,2019-07-01,6.3,3216.0,44605.0,48438.0
Camuy,18.0,0.0,0.0,0.0,2.0,4.0,9.0,3.0,2019-07-01,7.6,830.0,8745.0,9765.0
Canóvanas,36.0,2.0,0.0,1.0,16.0,3.0,13.0,1.0,2019-07-01,5.9,1038.0,15007.0,16261.0
Carolina,241.0,3.0,1.0,20.0,29.0,39.0,124.0,25.0,2019-07-01,5.3,3522.0,57954.0,62280.0
Barceloneta,22.0,0.0,0.0,0.0,2.0,3.0,11.0,6.0,2019-07-01,10.9,633.0,5252.0,5976.0
Jayuya,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2019-07-01,14.2,569.0,3668.0,4245.0
Peñuelas,7.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,2019-07-01,14.2,761.0,5089.0,5954.0
Juncos,13.0,0.0,0.0,2.0,2.0,2.0,5.0,2.0,2019-07-01,7.7,1006.0,11236.0,12437.0
Sabana Grande,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2019-07-01,12.6,838.0,5309.0,6242.0
Salinas,12.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,2019-07-01,13.9,945.0,6159.0,7130.0
San Germán,12.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,2019-07-01,10.7,1089.0,8680.0,9834.0
San Juan,562.0,12.0,3.0,69.0,47.0,63.0,259.0,109.0,2019-07-01,5.1,7074.0,127285.0,135485.0
San Lorenzo,12.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,2019-07-01,8.1,1022.0,10667.0,11860.0
San Sebastián,12.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,2019-07-01,13.5,1206.0,8950.0,10252.0
Santa Isabel,23.0,0.0,1.0,3.0,7.0,1.0,11.0,0.0,2019-07-01,9.9,866.0,8002.0,7901.0
Rio Grande,16.0,0.0,0.0,0.0,3.0,2.0,10.0,1.0,2019-07-01,6.8,1170.0,15677.0,17098.0
Toa Alta,27.0,1.0,0.0,0.0,3.0,8.0,11.0,4.0,2019-07-01,5.2,1526.0,25574.0,27474.0
Trujillo Alto,57.0,2.0,0.0,5.0,10.0,9.0,24.0,7.0,2019-07-01,4.5,1320.0,25782.0,27440.0
Utuado,18.0,0.0,0.0,0.0,3.0,4.0,10.0,1.0,2019-07-01,10.3,745.0,5948.0,6759.0
