Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date,Tasa de Desempleo,Num. Personas Desempleadas,Num. Personas Empleadas,Num. Personas Grupo Trabajador
Guaynabo,127.0,2.0,0.0,19.0,7.0,27.0,65.0,7.0,2013-10-01,6.6,2425.0,35036.0,37651.0
Aibonito,22.0,1.0,0.0,1.0,4.0,4.0,11.0,1.0,2013-10-01,17.4,1229.0,5877.0,7045.0
Comerío,12.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,2013-10-01,21.3,1147.0,4393.0,5552.0
Juana Díaz,42.0,1.0,0.0,9.0,4.0,7.0,18.0,3.0,2013-10-01,16.5,2653.0,13586.0,16253.0
Arecibo,106.0,2.0,0.0,17.0,3.0,29.0,47.0,8.0,2013-10-01,16.1,4000.0,21438.0,25313.0
Arroyo,14.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,2013-10-01,26.0,1417.0,4142.0,5567.0
Barceloneta,56.0,4.0,0.0,2.0,0.0,9.0,38.0,3.0,2013-10-01,23.2,1482.0,4933.0,6415.0
Barranquitas,33.0,0.0,0.0,2.0,1.0,20.0,9.0,1.0,2013-10-01,16.4,1223.0,6573.0,7773.0
Bayamón,510.0,2.0,0.0,45.0,5.0,89.0,295.0,74.0,2013-10-01,10.7,7234.0,61911.0,69265.0
Cabo Rojo,47.0,0.0,0.0,3.0,2.0,10.0,31.0,1.0,2013-10-01,21.3,3107.0,11837.0,15027.0
Coamo,27.0,0.0,0.0,1.0,1.0,8.0,12.0,5.0,2013-10-01,21.3,2407.0,9272.0,11326.0
Caguas,268.0,3.0,0.0,24.0,9.0,53.0,154.0,25.0,2013-10-01,12.3,6072.0,44217.0,50058.0
Canóvanas,29.0,3.0,0.0,1.0,2.5,10.0,13.0,3.0,2013-10-01,13.9,2219.0,14149.0,16368.0
Carolina,257.0,4.0,0.0,34.0,9.0,52.0,135.0,23.0,2013-10-01,10.0,6347.0,57865.0,64248.0
Cataño,32.0,0.0,0.0,6.0,1.0,8.0,15.0,2.0,2013-10-01,13.5,1128.0,7270.0,8425.0
Cayey,65.0,4.0,1.0,5.0,2.0,12.0,35.0,6.0,2013-10-01,14.2,2286.0,14463.0,16784.0
Ceiba,11.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,2013-10-01,18.8,773.0,3396.0,4179.0
Ciales,16.0,0.0,0.0,0.0,2.0,8.0,5.0,1.0,2013-10-01,27.4,1198.0,3322.0,4517.0
Camuy,47.0,0.0,0.0,3.0,1.0,13.0,29.0,1.0,2013-10-01,15.7,1565.0,8532.0,10036.0
Cidra,37.0,0.0,0.0,4.0,3.0,7.0,20.0,3.0,2013-10-01,13.0,2090.0,14084.0,16180.0
Yauco,25.0,0.0,0.0,1.0,3.0,4.0,17.0,0.0,2013-10-01,21.0,2398.0,9077.0,11373.0
Lares,28.0,1.0,0.0,1.0,2.0,8.0,16.0,0.0,2013-10-01,24.5,2188.0,6302.0,8465.0
Salinas,31.0,0.0,0.0,1.0,1.0,8.0,17.0,4.0,2013-10-01,27.9,2336.0,6254.0,8521.0
San Germán,35.0,1.0,0.0,2.0,1.0,10.0,18.0,3.0,2013-10-01,20.8,2183.0,8639.0,10906.0
San Juan,802.0,18.0,0.0,126.0,29.0,109.0,443.0,77.0,2013-10-01,8.6,11679.0,126773.0,139342.0
San Lorenzo,51.0,1.0,0.0,4.0,1.0,25.0,16.0,4.0,2013-10-01,17.1,2125.0,10494.0,12600.0
San Sebastián,53.0,0.0,0.0,1.0,1.0,30.0,20.0,1.0,2013-10-01,23.6,2811.0,8700.0,11601.0
Santa Isabel,19.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,2013-10-01,23.1,2079.0,7032.0,10575.0
Toa Alta,70.0,1.0,0.0,2.0,4.0,24.0,27.0,12.0,2013-10-01,10.0,2608.0,23628.0,26221.0
Toa Baja,127.0,2.0,0.0,19.0,5.0,29.0,60.0,12.0,2013-10-01,11.2,3460.0,27678.0,31123.0
Trujillo Alto,42.0,1.0,0.0,5.0,0.0,16.0,17.0,3.0,2013-10-01,8.0,2221.0,25452.0,27708.0
Utuado,49.0,0.0,0.0,0.0,1.0,19.0,29.0,0.0,2013-10-01,20.0,1488.0,5898.0,7379.0
Vega Alta,66.0,0.0,0.0,4.0,0.0,16.0,37.0,9.0,2013-10-01,15.0,1506.0,8696.0,10174.0
Vega Baja,89.0,0.0,0.0,3.0,1.0,19.0,46.0,20.0,2013-10-01,17.4,2528.0,12159.0,14620.0
Vieques,26.0,2.0,0.0,1.0,8.0,7.0,7.0,1.0,2013-10-01,17.7,527.0,2544.0,3030.0
Villalba,7.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,2013-10-01,21.6,1768.0,6363.0,8143.0
Yabucoa,22.0,0.0,0.0,3.0,1.0,5.0,12.0,1.0,2013-10-01,24.5,2422.0,7711.0,10133.0
Sabana Grande,18.0,0.0,0.0,1.0,1.0,5.0,11.0,0.0,2013-10-01,21.8,1403.0,5310.0,6724.0
Rio Grande,51.0,1.0,0.0,4.0,2.0,13.0,30.0,1.0,2013-10-01,12.4,2137.0,15401.0,17507.0
Rincón,13.0,0.0,0.0,0.5,0.0,10.0,4.0,0.0,2013-10-01,20.0,965.0,3720.0,4722.0
Quebradillas,28.0,0.0,0.0,1.0,0.0,5.0,21.0,1.0,2013-10-01,19.4,1213.0,5150.0,6348.0
Las Marías,8.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2013-10-01,23.8,767.0,2339.0,3040.0
Las Piedras,48.0,0.0,0.0,5.0,4.0,27.0,12.0,0.0,2013-10-01,18.1,2098.0,9674.0,11755.0
Loiza,33.0,10.0,0.0,2.0,2.0,1.0,17.0,1.0,2013-10-01,12.9,1178.0,7920.0,9082.0
Luquillo,43.0,0.0,0.0,5.0,5.0,6.0,25.0,2.0,2013-10-01,19.8,1350.0,5453.0,6811.0
